index,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Occupancy,timestamp
1906,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,365,-0.0692307692308,0,0,0,2017-12-23 03:50:20.000000
1907,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.05,360,-0.0423076923077,0,0,0,2017-12-23 03:50:51.000000
1908,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0615384615385,0,0,0,2017-12-23 03:51:21.000000
1909,25.19,25.25,24.69,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0807692307692,0,0,0,2017-12-23 03:51:52.000000
1910,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.07,0.06,360,-0.05,0,0,0,2017-12-23 03:52:23.000000
1911,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.07,0.06,360,-0.0153846153846,0,0,0,2017-12-23 03:52:53.000000
1912,25.19,25.25,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.05,360,0.0230769230769,0,0,0,2017-12-23 03:53:24.000000
1913,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0153846153846,0,0,0,2017-12-23 03:53:54.000000
1914,25.19,25.25,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0.00769230769231,0,0,0,2017-12-23 03:54:25.000000
1915,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,3.0792046480700003e-18,0,0,0,2017-12-23 03:54:56.000000
1916,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.00769230769231,0,0,0,2017-12-23 03:55:26.000000
1917,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.05,360,-0.0153846153846,0,0,0,2017-12-23 03:55:57.000000
1918,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.05,0.06,360,-0.0230769230769,0,0,0,2017-12-23 03:56:28.000000
1919,25.19,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.07,360,-0.0307692307692,0,0,0,2017-12-23 03:56:58.000000
1920,25.25,25.25,24.69,25.5,0,0,0,0,0.08,0.05,0.05,0.06,360,-0.0384615384615,0,0,0,2017-12-23 03:57:29.000000
1921,25.19,25.19,24.69,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,-0.0461538461538,0,0,0,2017-12-23 03:58:00.000000
1922,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0538461538462,0,0,0,2017-12-23 03:58:30.000000
1923,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.07,0.06,360,-0.0615384615385,0,0,0,2017-12-23 03:59:01.000000
1924,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.05,0.05,360,-0.0692307692308,0,0,0,2017-12-23 03:59:31.000000
1925,25.19,25.25,24.69,25.56,0,0,0,0,0.08,0.06,0.06,0.05,360,-0.0269230769231,0,0,0,2017-12-23 04:00:02.000000
1926,25.19,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.05,360,-0.0307692307692,0,0,0,2017-12-23 04:00:33.000000
1927,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0346153846154,0,0,0,2017-12-23 04:01:03.000000
1928,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.06,0.07,0.06,360,-0.0384615384615,0,0,0,2017-12-23 04:01:34.000000
1929,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0423076923077,0,0,0,2017-12-23 04:02:05.000000
1930,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,-0.0461538461538,0,0,0,2017-12-23 04:02:35.000000
1931,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:03:06.000000
1932,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 04:03:37.000000
1933,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:04:07.000000
1934,25.19,25.19,24.63,25.63,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:04:38.000000
1935,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:05:08.000000
1936,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:05:39.000000
1937,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:06:10.000000
1938,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:06:40.000000
1939,25.19,25.19,24.69,25.56,0,0,0,0,0.09,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:07:11.000000
1940,25.13,25.19,24.69,25.56,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:07:42.000000
1941,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:08:12.000000
1942,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:08:43.000000
1943,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:09:13.000000
1944,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.05,0.05,360,0,0,0,0,2017-12-23 04:09:44.000000
1945,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.05,0.05,360,0,0,0,0,2017-12-23 04:10:15.000000
1946,25.19,25.19,24.69,25.5,0,0,0,0,0.07,0.06,0.06,0.05,360,0,0,0,0,2017-12-23 04:11:16.000000
1947,25.19,25.19,24.69,25.5,0,0,0,0,0.07,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:11:47.000000
1948,25.19,25.19,24.63,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:12:17.000000
1949,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.06,0.05,0.06,360,0,0,0,0,2017-12-23 04:12:48.000000
1950,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:13:19.000000
1951,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:13:49.000000
1952,25.19,25.19,24.69,25.63,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:14:20.000000
1953,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:14:50.000000
1954,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:15:21.000000
1955,25.25,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:15:52.000000
1956,25.25,25.19,24.63,25.5,0,0,0,0,0.08,0.06,0.07,0.06,360,0,0,0,0,2017-12-23 04:16:22.000000
1957,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.04,0.07,0.05,360,0,0,0,0,2017-12-23 04:16:53.000000
1958,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.06,0.06,0.05,360,0,0,0,0,2017-12-23 04:17:24.000000
1959,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:17:54.000000
1960,25.19,25.19,24.69,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:18:25.000000
1961,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:18:56.000000
1962,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:19:26.000000
1963,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:19:57.000000
1964,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.07,0.07,360,0,0,0,0,2017-12-23 04:20:27.000000
1965,25.19,25.19,24.69,25.5,0,0,0,0,0.07,0.06,0.06,0.05,360,0,0,0,0,2017-12-23 04:20:58.000000
1966,25.19,25.19,24.63,25.56,0,0,0,0,0.07,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:21:29.000000
1967,25.19,25.19,24.63,25.56,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:21:59.000000
1968,25.19,25.19,24.69,25.56,0,0,0,0,0.07,0.06,0.06,0.05,360,0,0,0,0,2017-12-23 04:22:30.000000
1969,25.19,25.19,24.69,25.56,0,0,0,0,0.11,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:23:01.000000
1970,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.06,0.1,0.06,360,0,0,0,0,2017-12-23 04:23:31.000000
1971,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:24:02.000000
1972,25.19,25.19,24.69,25.5,0,0,0,0,0.11,0.11,0.06,0.05,360,0,0,0,0,2017-12-23 04:24:33.000000
1973,25.19,25.19,24.69,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:25:03.000000
1974,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:25:34.000000
1975,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:26:04.000000
1976,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:26:35.000000
1977,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:27:06.000000
1978,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.07,360,0,0,0,0,2017-12-23 04:27:36.000000
1979,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:28:07.000000
1980,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 04:28:38.000000
1981,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:29:08.000000
1982,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.06,0.06,0.05,360,0,0,0,0,2017-12-23 04:29:39.000000
1983,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:30:10.000000
1984,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:30:40.000000
1985,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:31:11.000000
1986,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.05,0.05,360,0,0,0,0,2017-12-23 04:31:41.000000
1987,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.05,0.06,0.07,360,0,0,0,0,2017-12-23 04:32:12.000000
1988,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:32:43.000000
1989,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:33:13.000000
1990,25.19,25.19,24.63,25.44,0,0,0,0,0.09,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:33:44.000000
1991,25.19,25.19,24.63,25.44,0,0,0,0,0.09,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:34:15.000000
1992,25.19,25.19,24.63,25.44,0,0,0,0,0.09,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:34:45.000000
1993,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:35:16.000000
1994,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.07,360,0,0,0,0,2017-12-23 04:35:47.000000
1995,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:36:17.000000
1996,25.19,25.19,24.56,25.44,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:36:48.000000
1997,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:37:18.000000
1998,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.05,0.06,0.07,360,0,0,0,0,2017-12-23 04:37:49.000000
1999,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:38:20.000000
2000,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:38:50.000000
2001,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:39:21.000000
2002,25.13,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:39:52.000000
2003,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:40:22.000000
2004,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:40:53.000000
2005,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:41:23.000000
2006,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:41:54.000000
2007,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:42:25.000000
2008,25.19,25.13,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:42:55.000000
2009,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:43:26.000000
2010,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.07,360,0,0,0,0,2017-12-23 04:43:57.000000
2011,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:44:27.000000
2012,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:44:58.000000
2013,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 04:45:29.000000
2014,25.19,25.13,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:45:59.000000
2015,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.05,0.05,360,0,0,0,0,2017-12-23 04:46:30.000000
2016,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:47:00.000000
2017,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:47:31.000000
2018,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.06,0.05,0.05,360,0,0,0,0,2017-12-23 04:48:02.000000
2019,25.19,25.13,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:48:32.000000
2020,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:49:03.000000
2021,25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:49:34.000000
2022,25.19,25.19,24.63,25.44,0,0,0,0,0.07,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:50:04.000000
2023,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:50:35.000000
2024,25.19,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:51:06.000000
2025,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 04:51:36.000000
2026,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:52:07.000000
2027,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:52:37.000000
2028,25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:53:08.000000
2029,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:53:39.000000
2030,25.13,25.13,24.63,25.5,0,0,0,0,0.07,0.06,0.06,0.05,360,0,0,0,0,2017-12-23 04:54:09.000000
2031,25.13,25.13,24.63,25.5,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:54:40.000000
2032,25.13,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 04:55:11.000000
2033,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:55:41.000000
2034,25.13,25.13,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:56:12.000000
2035,25.13,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:56:43.000000
2036,25.13,25.19,24.56,25.5,0,0,0,0,0.09,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 04:57:13.000000
2037,25.13,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:57:44.000000
2038,25.13,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:58:14.000000
2039,25.13,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:58:45.000000
2040,25.19,25.13,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 04:59:16.000000
2041,25.13,25.13,24.63,25.5,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 04:59:46.000000
2042,25.13,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:00:17.000000
2043,25.13,25.13,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:00:48.000000
2044,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:01:18.000000
2045,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:01:49.000000
2046,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:02:20.000000
2047,25.19,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:02:50.000000
2048,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:03:21.000000
2049,25.13,25.13,24.56,25.5,0,0,0,0,0.07,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 05:03:51.000000
2050,25.13,25.19,24.56,25.5,0,0,0,0,0.08,0.06,0.05,0.07,360,0,0,0,0,2017-12-23 05:04:22.000000
2051,25.19,25.13,24.56,25.5,0,0,0,0,0.07,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 05:04:53.000000
2052,25.13,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:05:23.000000
2053,25.19,25.13,24.56,25.5,0,0,0,0,0.09,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:05:54.000000
2054,25.19,25.13,24.56,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:06:25.000000
2055,25.19,25.13,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:06:55.000000
2056,25.19,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:07:26.000000
2057,25.19,25.13,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:07:57.000000
2058,25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 05:08:58.000000
2059,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 05:09:28.000000
2060,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 05:09:59.000000
2061,25.13,25.13,24.63,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:10:30.000000
2062,25.13,25.13,24.56,25.56,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:11:00.000000
2063,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:11:31.000000
2064,25.19,25.13,24.56,25.5,0,0,0,0,0.07,0.06,0.05,0.05,360,0,0,0,0,2017-12-23 05:12:02.000000
2065,25.13,25.13,24.56,25.5,0,0,0,0,0.07,0.05,0.05,0.05,360,0,0,0,0,2017-12-23 05:12:32.000000
2066,25.13,25.19,24.56,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:13:03.000000
2067,25.13,25.13,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:13:33.000000
2068,25.19,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:14:04.000000
2069,25.19,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:14:35.000000
2070,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.05,0.05,360,0,0,0,0,2017-12-23 05:15:05.000000
2071,25.13,25.13,24.63,25.5,0,0,0,0,0.09,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:15:36.000000
2072,25.13,25.13,24.63,25.44,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:16:07.000000
2073,25.13,25.13,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.07,360,0,0,0,0,2017-12-23 05:16:37.000000
2074,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:17:08.000000
2075,25.13,25.13,24.56,25.44,0,0,0,0,0.07,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:17:39.000000
2076,25.13,25.19,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:18:09.000000
2077,25.13,25.19,24.56,25.44,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:18:40.000000
2078,25.13,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:19:10.000000
2079,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:19:41.000000
2080,25.13,25.13,24.56,25.44,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:20:12.000000
2081,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:20:42.000000
2082,25.13,25.19,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:21:13.000000
2083,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.06,0.07,0.06,360,0,0,0,0,2017-12-23 05:21:44.000000
2084,25.13,25.19,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:22:14.000000
2085,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 05:22:45.000000
2086,25.13,25.19,24.56,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:23:16.000000
2087,25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.07,360,0,0,0,0,2017-12-23 05:23:46.000000
2088,25.13,25.13,24.63,25.5,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 05:24:17.000000
2089,25.13,25.13,24.56,25.44,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:24:47.000000
2090,25.13,25.13,24.56,25.44,0,0,0,0,0.07,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:25:18.000000
2091,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:25:49.000000
2092,25.13,25.13,24.56,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:26:19.000000
2093,25.13,25.19,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.05,360,0,0,0,0,2017-12-23 05:26:50.000000
2094,25.13,25.19,24.56,25.44,0,0,0,0,0.08,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 05:27:21.000000
2095,25.19,25.13,24.63,25.38,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:27:51.000000
2096,25.13,25.13,24.56,25.38,0,0,0,0,0.08,0.05,0.05,0.06,360,0,0,0,0,2017-12-23 05:28:22.000000
2097,25.13,25.13,24.56,25.38,0,0,0,0,0.07,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:28:53.000000
2098,25.13,25.13,24.56,25.38,0,0,0,0,0.08,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:29:23.000000
2099,25.13,25.13,24.56,25.38,0,0,0,0,0.07,0.05,0.07,0.06,360,0,0,0,0,2017-12-23 05:29:54.000000
2100,25.13,25.13,24.56,25.31,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:30:24.000000
2101,25.13,25.13,24.5,25.31,0,0,0,0,0.08,0.05,0.06,0.06,360,0,0,0,0,2017-12-23 05:30:55.000000
2102,25.13,25.13,24.56,25.31,0,0,0,0,0.08,0.06,0.06,0.06,360,0,0,0,0,2017-12-23 05:31:26.000000
2103,25.13,25.13,24.56,25.31,0,0,0,0,0.07,0.05,0.06,0.05,360,0,0,0,0,2017-12-23 05:31:56.000000
